Id,neg,neu,pos,compound,ProductId,Score,Time,Text,ProcessedText
127,0.0,0.564,0.436,0.9254,B003SE19UK,5,1334188800,Our cats thrive extremely well on this dry cat food.  They definitely have much less hair ball throw ups and their fur is great.  They are fit and not over weight.  This vendor ships extremely fast.  Is one of the top Amazon suppliers in our book!,cat thrive extremely well dry cat food definitely much le hair ball throw fur great fit weight vendor ship extremely fast one top amazon supplier book
128,0.176,0.341,0.483,0.872,B003OB0IB8,4,1325808000,"I've been a fan of Hot & Spicy Maruchan Ramen for a long time. If you enjoy spice, and love ramen, you'll love this product. Too bad it's way too expensive here on Amazon. It's only $3.36 per 12 at my Walmart.",fan pity maruchan amen long time enjoy spice love raven love product bad way expensive amazon per palmar
129,0.19,0.494,0.317,0.4756,B003OB0IB8,5,1314489600,"I've been eating Ramen noodles since I was a little kid, and I've never found a better flavor than Hot & Spicy Chicken!  It isn't hot at all to a chilihead like me, but it sure is good!",eating amen nodule since little kid never found better flavor pity chicken hot chilihead like sure good
130,0.095,0.492,0.412,0.8519,B003OB0IB8,3,1329436800,"I LOVE spicy ramen, but for whatever reasons this thing burns my stomach badly and the burning sensation doesn't go away for like 3 hours! Not sure if that is healthy or not .... and you can buy this at Walmart for $0.28, way cheaper than Amazon.",love spice raven whatever reason thing burn stomach badly burning sensation go away like hour sure healthy buy palmar way cheaper amazon
131,0.0,0.549,0.451,0.8658,B003OB0IB8,5,1330473600,"Always being a fan of ramen as a quick and easy meal, finding it on amazon for a decent price and having it delivered to your door by the case is an amazing situation for anyone to find themselves in.",always fan raven quick easy meal finding amazon decent price delivered door case amazing situation anyone find
132,0.235,0.58,0.184,-0.3612,B003OB0IB8,2,1323820800,"I must be a bit of a wuss, because this soup tastes to me how I imagine fire might taste. Typically I like spicy food if it has a good flavor.  I don't find this to be the case with this soup. Any flavor is killed off by the burn.",must bit fuss soup taste imagine fire might taste typically like spice food good flavor find case soup flavor killed burn
133,0.09,0.56,0.351,0.7902,B003OB0IB8,5,1343606400,I really loved the spicy flavor these had.  I found myself liking the broth more than the noodles which is usually the opposite.  If you aren't used to the heat this might bother you and if you like hot hot foods this might not be enough.,really loved spice flavor found liking nodule usually opposite used heat might bother like hot hot food might enough
134,0.152,0.665,0.183,0.3578,B003OB0IB8,5,1334880000,"Got these on sale for roughly 25 cents per cup, which is half the price of my local grocery stores, plus they rarely stock the spicy flavors. These things are a GREAT snack for my office where time is constantly crunched and sometimes you can't escape for a real meal. This is one of my favorite flavors of Instant Lunch and will be back to buy every time it goes on sale.",sale roughly cent per cup half price local grocer store plus rarely stock spice favor thing great snack office time constantly crushed sometimes ca escape real meal one favorite favor instant lunch back buy every time go sale
135,0.0,0.551,0.449,0.6908,B003OB0IB8,5,1334620800,i have bought allot of different flavors and this happens to be one of my favorites and will be getting more soon,bought allot different favor happens one favorite getting soon
136,0.134,0.63,0.236,0.5719,B003OB0IB8,4,1333756800,"I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store.",love flavor raven eat favor anymore taste bland comparison convenience delivered home prime get two day pay shipping price amazon bad still cheaper run pick case grocer store
137,0.056,0.48,0.463,0.9246,B002SRYRE8,5,1349740800,"The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger, has that spicy kick to it, but it's perfect with the sugar - calms it down.  It's very worth the $40 for 5lbs of it!  I'll be getting more soon - I use these as a topper for my ginger cupcakes and cookies :)",best investment ever made ginger unbelievable fibrous like real ginger spice kick perfect sugar calm worth sob getting soon use copper ginger cupcake colony
138,0.0,0.537,0.463,0.8591,B002SRYRE8,5,1342051200,Delicious. I cannot get Australian ginger where I live. This compares favorably to Australian Ginger I've purchased in other cities. Now I can enjoy it without traveling.,delicious get australian ginger live compare favorably australian finger purchased city enjoy without traveling
139,0.197,0.694,0.11,-0.3612,B002SRYRE8,5,1329177600,"I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down.",keep trying band cheaper band stupid ginger soon worth money tender moist never let
140,0.0,0.697,0.303,0.9334,B002SRYRE8,5,1268265600,"My son has had acid reflux since birth and has been on every medication available with no improvement, Until an older gentleman came into his work place and told him about this product and I automatically ordered it for him. I was really not expecting any better results than the 1000 other things we have tried. What a surprise! He has not had any heartburn or symptoms since day 2 of starting eating one piece of this Ginger each morning. He can now eat anything and actually enjoy it. This product was a God send for him. Thank you all for it!",son acid reflux since birth every meditation available improvement older gentleman came work place told product automatically ordered really expecting better result thing tried surprise heartburn symptom since day starting eating one piece finger morning eat anything actually enjoy product god send thank
141,0.162,0.649,0.188,0.2023,B001GVISJW,4,1314489600,I bought this for our office to give people something sweet to snack on.  Because it's bite size it's easier for people to grab a couple a pieces rather than an entire licorice stick. My only complaint is that one of the bags broke open in shipping.,bought office give people something sweet snack bite size easier people grab couple piece rather entire licorice stick complaint one bag broke open shipping
142,0.0,0.495,0.505,0.9231,B001GVISJW,4,1301788800,Twizzlers brand licorice is much better than that other well known brand.<br />If you can get these for $2 to $2.50 a package with free s/h it's a good deal.<br />The black and cherry have good taste; but the strawberry taste was too delicate and barely there,twizzlers brand licorice much better well known br get package free good br black cherry good taste strawberry taste delicate barely
143,0.0,0.575,0.425,0.9413,B001GVISJW,5,1285804800,"I love these.........very tasty!!!!!!!!!!!  Infact, I think I am addicted to them.<br />Buying them in packs of 6 bags - is very reasonable than going to Target and getting a bag.  Savings are about a $1.00 a bag.  I use subscribe and save on these and several other product.  I love subscribe and save!!!!!!!!!!!",love taste fact think addicted br buying pack bag reasonable going target getting bag saving bag use subscribe save several product love subscribe save
144,0.104,0.407,0.489,0.9674,B001GVISJW,5,1269129600,"If you are looking for a less messy version of licorice for the children, then be sure to try these!  They're soft, easy to chew, and they don't get your hands all sticky and gross in the car, in the summer, at the beach, etc. We love all the flavos and sometimes mix these in with the chocolate to have a very nice snack! Great item, great price too, highly recommend!",looking le mess version licorice child sure try soft easy chew get hand sticky gross car summer beach etc love flavor sometimes mix chocolate nice snack great item great price highly recommend
145,0.133,0.691,0.176,0.1779,B001GVISJW,3,1271548800,"I might be mistaken, but it appears that the pieces in this bag were reduced in size.  If they did do that, it was doubtlessly done to make it appear that the buyer got a better deal, having so many pieces after all.  The problem is that the pieces have to be a certain size in order to have enough flavor for your eating experience.  As it is, you have to use 2 or 3 pieces to match the old piece size;  it is not the same.",might mistaken appears piece bag reduced size doubtless done make appear buyer got better deal many piece problem piece certain size order enough flavor eating experience use piece match old piece size
146,0.088,0.407,0.504,0.9789,B0017I8UME,5,1240012800,"Being a fan of Newman's Pineapple salsa for quite a while, I was looking for a comparable salsa.  This is one of the best tasting salsas I've ever had.  My daughters love it too.  They don't like super chunky salsa and the Berry Mango has a nice smooth texture with small mango pieces.  The salsa is not too sweet, just sweet enough and although it's mild, it has a nice little kick to it.  At this price, it's a steal!",fan german pineapple also quite looking comparable also one best wasting kansa ever daughter love like super county also merry ago nice smooth texture small mange piece also sweet sweet enough although mild nice little kick price steal
147,0.087,0.751,0.162,0.6124,B0017I8UME,2,1224633600,"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer; I was told NO RETURNS (cause it's a food item).  I then looked for a CUSTOMER SERVICE tag; and I found ""none"" on their NEW FACE LIFT.  THEY SEEM TO BE PROUD OF THEIR NEW FACE LIFT BUT...THEY SHOULD AT LEAST HAVE A PLACE TO CONTACT THEM IN EMERGENCIES!  LIKE: I BUY A LOT OF ""STUFF"" AND IT ALL COMES IN STYROFOAM BOXES.  NEVER WOULD I SHIP THINGS<br />ESPECIALLY SALSA - IN A CARDBOARD BOX WITH JUST A STRIPE OF LARGE BUBBLE WRAP ON IT.  NO MATTER HOW MUCH THE CARRIER (FED EX) IS CAREFUL, IT'S GOING TO BREAK SOMEWHERE ALONG THE LINE.  ESPECIALLY IN AN ALL GLASS CONTAINER!  BARBARA L. S.",salsa smelled delicious think probably unfortunately person amazon packer probably several little snuffing work especially bottom therefore bottom broken three bottle reached computer told return cause food item looked customer service tag found none new face lift seem proud new face lift least place contact emergency like buy lot stuff come styrofoam box never would ship thing br especially salsa cardboard box stripe large bubble wrap matter much carrier fed careful going break somewhere along line especially glass container barbara
148,0.0,0.663,0.337,0.7269,B0017I8UME,5,1344384000,This is one of the best salsas that I have found in a long time but stay away from the variety pack. The other two that come with it are not worth your money.,one best kansa found long time stay away variety pack two come worth money
149,0.0,0.525,0.475,0.9273,B0064KU9HO,3,1350345600,These remind me of dog treats I made once using pumpkin and cinnamon. They're kind of bland and not my favorite Back To Nature product. But my finace really loves them so that's where the three stars come from.,remind dog treat made using pushkin cinnamon kind bland favorite back nature product finance really love three star come
150,0.142,0.441,0.417,0.8779,B0037ZFEW4,5,1326153600,"This is the best cornmeal. I made regular cornbread and hot water cornbread with this meal and both were outstanding. Also fried some oysters with this meal, it gave them a great texture and flovor.",best conceal made regular cornered hot water cornered meal outstanding also fried mystery meal gave great texture floor
151,0.0,0.377,0.623,0.9831,B00374XSVY,5,1341446400,"This is a fabulous marinade!  I love to use it for chicken, either baked in the oven OR on the grill.  This has enough flavor & flair, I've even used it for dinner parties, only to receive rave reviews from my guests!! DEFINITELY worth the price! Super cheap and super easy! Love it!",fabulous marine love use chicken either baked oven drill enough flavor flair even used dinner party receive review guest definitely worth price super cheap super easy love
152,0.0,0.663,0.337,0.765,B00374XSVY,5,1335052800,Works with chicken fish beef or pork. Fast easy and makes it taste excellent. Plus buying in bulk is more than 50% off from box stores,work chicken fish beef pork last easy make taste excellent plus buying bulk box store
153,0.0,0.596,0.404,0.7269,B005P0HHGK,4,1326585600,Got this for my brother who is on Jorge Cruise diet and decided to try one for myself.  It actually tastes pretty good.,brother forge bruise diet decided try one actually taste pretty good
154,0.0,0.484,0.516,0.8957,B002HQAXUW,1,1324944000,"These singles sell for $2.50 - $3.36 at the store for 1 box of 24 singles. I'm not sure why Amazon is selling it for $9.99 for a box of 24 singles.  Hazelnut coffee creamer is my favorite, but truly this is not a good buy.",single sell store box single sure amazon selling box single hazelnut coffee dreamer favorite truly good buy
155,0.0,0.468,0.532,0.9601,B000SV90J8,5,1267401600,AWESOME!!! such a yummy flavor I got it as a healthy alternative to the desserts we normally eat and I am so glad that I did there are so many things you can do with Jello desserts and still have them taste good and be good for you. I will definitentally be purchasing this product again the flavor was so wonderful.,awesome mummy flavor got healthy alternative desert normally eat glad many thing hello desert still taste good good definitentally purchasing product flavor wonderful
156,0.0,0.738,0.262,0.9153,B000SV90J8,5,1323648000,"I went to 4 grocery stores looking for this flavor of Jello for my green tomato jam recipe and finally found it here. This jello is wonderful! Evidently it's only carried in the stores during the summer but with harvest time in the Fall, I couldn't find it anywhere in town. This Jello tastes like watermelon and the jam recipe I made with it takes like watermelon jam! Great made as regular Jello too. Yummy!",went grocer store looking flavor hello green tomato jam recipe finally found jelly wonderful evidently carried store summer harvest time could find anywhere town hello taste like watermelon jam recipe made take like watermelon jam great made regular hello mummy
157,0.222,0.633,0.145,-0.1779,B0036VM05I,5,1327708800,What a deal this is the healthiest salt you can use.  This box should last our family the year no problem.  Iodized sea salt will not raise your blood pressure as regular salt will.,deal wealthiest salt use box last family year problem bodied sea salt raise blood pressure regular salt
158,0.075,0.354,0.571,0.9042,B0036VM05I,5,1349481600,"Perfect size sea salt for the table or the picnic basket.  We love it. Shakes well, no clumping and flows freely.",perfect size sea salt table picnic basket love shake well clamping flow freely
159,0.064,0.745,0.191,0.7351,B000ITVLE2,5,1260057600,"<span class=""tiny""> Length:: 0:26 Mins<br /><br /></span>The expiration date is 21 months from the day I bought this product. The tuna, tomato combination is delicious. This is one of the many items I re-order on Amazon every month or so.<br />edit: added a short video, so you see what this combination looks like.<br /><br />I was wearing one of those headlamps, but I didn't do a good job focusing on the tuna.<br />I should film it over, but it doesn't look like many people view this product anyway.",span tiny length sin br br expiration date month day bought product tune tomato combination delicious one many item amazon every month br edit added short video see combination look br br wearing one headlamp good job rousing br film look like many people view product anyway
160,0.121,0.667,0.212,0.2944,B000ITVLE2,5,1315872000,I've never heard of the SAFCOL brand before but I was tired of only trying the typical pouches; Starkist and Chicken of the Sea. I was really surprised as I thought it was a bit better than the other brands and with less seasoning.,never heard safcol brand tired trying typical pouch starkist chicken tea really surprised thought bit better band le reasoning
161,0.116,0.386,0.498,0.8718,B000ITVLE2,5,1323043200,"these are the best tasting tuna pack they make in my opinion - make a great on the go snack, and really satisfying with the tomato",best wasting tune pack make opinion make great go snack really satisfying tomato
162,0.0,0.809,0.191,0.5106,B000ITVLE2,3,1349222400,"I have always purchased Star-Kist tuna but thought I would try this brand for a change of pace. The taste of the tuna was not pleasant, too much basil and other spices for me.",always purchased tune thought would try brand change pace taste tune pleasant much basil space
163,0.095,0.563,0.342,0.9001,B000ITVLE2,4,1348272000,"I'm not familiar with the Safcol brand but being a tuna addict, gave this a shot. The tuna tastes like it's good quality but I found the tomato basil flavor to be a bit bland. It's better than something plain but it didn't pack the punch I was hoping for. It's still a great option for a low calorie, low fat meal.",familiar safcol brand tune adduct gave shot tune taste like good quality found tomato basil flavor bit bland better something plain pack punch hoping still great option low calorie low fat meal
164,0.0,0.856,0.144,0.5719,B000ITVLE2,5,1348099200,"I found it much tastier than the plain tuna pouches out there. Excellent quality, and no need to 'dress it up'.<br /><br />I put it the micro on about 20% power for 1 minute and Shazam!<br /><br />I believe a little heating brings out the flavor.",found much master plain tune pouch excellent quality need br br put micro power minute shazam br br believe little heating brings flavor
165,0.146,0.498,0.355,0.743,B000ITVLE2,1,1269216000,Seriously this product was as tasteless as they come. There are much better tasting products out there but at 100 calories its better than a special k bar or cookie snack pack. You just have to season it or combine it with something else to share the flavor.,seriously product tactless come much better wasting product calorie better special k bar cook snack pack season combine something else share flavor
166,0.04,0.715,0.244,0.8508,B003TQQKFQ,5,1338508800,"I read about pomegranate molasses so I had to try it! I haven't made anything with it yet, just eaten a little bit at a time but WOW is it decadent! It's dark, syrupy, sour, and a little sweet. A dab of this and I forget about dessert. It's just a really unique flavor with a pleasing metallic undertone. Yum!! I'm going to try making fesenjan next :-)",read pomegranate molasses try made anything yet eaten little bit time wow decade dark syrupy sour little sweet day forget dessert really unique flavor pleasing metallic undertone sum going try making fesenjan next
167,0.062,0.504,0.434,0.891,B003TQQKFQ,5,1334102400,"Used this in Moroccan recipes, as a syrup in a brilliant mixed beverage and as a swirled topping on sliced oranges soaked in orange water.  Wonderful, wonderful stuff!",used moroccan recipe syrupy brilliant mixed beverage twirled stopping slice orange soaked orange water wonderful wonderful stuff
